                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.98466,                 1.0829,                 1.1328,                 1.3183,                 1.4561,                  1.135,                0.70887,                0.56374,                 0.6345,                0.47199,                 0.9461,                0.97794,                 1.1487,                 1.1213,                 1.2335,                 1.1463,              0.0078814,              0.0078814,              0.0078814
                    110,                0.98097,                 1.0803,                 1.1348,                 1.3062,                 1.4485,                 1.1369,                0.70969,                0.56449,                0.63747,                0.47554,                0.94218,                 0.9682,                 1.1445,                 1.1162,                 1.2257,                 1.1424,              0.0078616,              0.0078616,              0.0078616
                    111,                 0.9792,                 1.0806,                 1.1356,                 1.3038,                 1.4505,                 1.1372,                0.70969,                0.56449,                0.63747,                0.47554,                0.94218,                 0.9682,                 1.1445,                 1.1162,                 1.2257,                 1.1424,              0.0078418,              0.0078418,              0.0078418
                    112,                0.97682,                 1.0789,                 1.1342,                 1.3047,                 1.4478,                 1.1362,                0.70969,                0.56449,                0.63747,                0.47554,                0.94218,                 0.9682,                 1.1445,                 1.1162,                 1.2257,                 1.1424,               0.007822,               0.007822,               0.007822
                    113,                0.98246,                 1.0773,                 1.1347,                 1.3095,                 1.4482,                 1.1364,                0.70969,                0.56449,                0.63747,                0.47554,                0.94218,                 0.9682,                 1.1445,                 1.1162,                 1.2257,                 1.1424,              0.0078022,              0.0078022,              0.0078022
                    114,                0.98064,                 1.0813,                 1.1343,                 1.3069,                 1.4532,                  1.135,                0.70969,                0.56449,                0.63747,                0.47554,                0.94218,                 0.9682,                 1.1445,                 1.1162,                 1.2257,                 1.1424,              0.0077824,              0.0077824,              0.0077824
                    115,                0.98594,                 1.0758,                 1.1349,                 1.3146,                 1.4493,                 1.1359,                0.71629,                0.56503,                0.64134,                0.47814,                0.93872,                 0.9573,                 1.1405,                  1.113,                 1.2133,                  1.139,              0.0077626,              0.0077626,              0.0077626
                    116,                0.98009,                 1.0776,                 1.1353,                 1.3047,                 1.4444,                 1.1367,                0.71629,                0.56503,                0.64134,                0.47814,                0.93872,                 0.9573,                 1.1405,                  1.113,                 1.2133,                  1.139,              0.0077428,              0.0077428,              0.0077428
                    117,                0.97839,                 1.0714,                 1.1332,                 1.3037,                  1.439,                 1.1347,                0.71629,                0.56503,                0.64134,                0.47814,                0.93872,                 0.9573,                 1.1405,                  1.113,                 1.2133,                  1.139,               0.007723,               0.007723,               0.007723
                    118,                0.97676,                 1.0673,                 1.1298,                  1.304,                 1.4334,                 1.1322,                0.71629,                0.56503,                0.64134,                0.47814,                0.93872,                 0.9573,                 1.1405,                  1.113,                 1.2133,                  1.139,              0.0077032,              0.0077032,              0.0077032
                    119,                0.97448,                 1.0731,                 1.1311,                 1.3007,                 1.4419,                 1.1339,                0.71629,                0.56503,                0.64134,                0.47814,                0.93872,                 0.9573,                 1.1405,                  1.113,                 1.2133,                  1.139,              0.0076834,              0.0076834,              0.0076834
                    120,                0.97783,                 1.0721,                 1.1302,                 1.3075,                 1.4425,                 1.1321,                0.71509,                0.56737,                0.64464,                0.48048,                0.93601,                 0.9474,                 1.1366,                 1.1102,                  1.204,                 1.1364,              0.0076636,              0.0076636,              0.0076636
                    121,                 0.9728,                 1.0679,                 1.1289,                 1.2998,                 1.4352,                 1.1318,                0.71509,                0.56737,                0.64464,                0.48048,                0.93601,                 0.9474,                 1.1366,                 1.1102,                  1.204,                 1.1364,              0.0076438,              0.0076438,              0.0076438
                    122,                0.97781,                 1.0715,                 1.1322,                 1.3039,                 1.4388,                 1.1343,                0.71509,                0.56737,                0.64464,                0.48048,                0.93601,                 0.9474,                 1.1366,                 1.1102,                  1.204,                 1.1364,               0.007624,               0.007624,               0.007624
                    123,                0.97171,                 1.0672,                 1.1302,                 1.2932,                 1.4306,                 1.1322,                0.71509,                0.56737,                0.64464,                0.48048,                0.93601,                 0.9474,                 1.1366,                 1.1102,                  1.204,                 1.1364,              0.0076042,              0.0076042,              0.0076042
                    124,                0.97735,                 1.0624,                  1.129,                 1.3081,                 1.4283,                 1.1309,                0.71509,                0.56737,                0.64464,                0.48048,                0.93601,                 0.9474,                 1.1366,                 1.1102,                  1.204,                 1.1364,              0.0075844,              0.0075844,              0.0075844
                    125,                0.97481,                 1.0625,                 1.1283,                 1.3038,                  1.431,                 1.1306,                0.71246,                0.57288,                0.64701,                 0.4831,                0.93314,                0.93877,                  1.133,                 1.1078,                 1.1942,                 1.1336,              0.0075646,              0.0075646,              0.0075646
                    126,                0.97102,                 1.0641,                 1.1266,                  1.296,                 1.4325,                 1.1293,                0.71246,                0.57288,                0.64701,                 0.4831,                0.93314,                0.93877,                  1.133,                 1.1078,                 1.1942,                 1.1336,              0.0075448,              0.0075448,              0.0075448
                    127,                0.97539,                 1.0672,                 1.1289,                  1.304,                 1.4351,                 1.1312,                0.71246,                0.57288,                0.64701,                 0.4831,                0.93314,                0.93877,                  1.133,                 1.1078,                 1.1942,                 1.1336,               0.007525,               0.007525,               0.007525
                    128,                0.97095,                 1.0621,                 1.1279,                 1.2951,                 1.4269,                 1.1294,                0.71246,                0.57288,                0.64701,                 0.4831,                0.93314,                0.93877,                  1.133,                 1.1078,                 1.1942,                 1.1336,              0.0075052,              0.0075052,              0.0075052
                    129,                0.97561,                 1.0682,                 1.1311,                 1.2981,                 1.4354,                 1.1342,                0.71246,                0.57288,                0.64701,                 0.4831,                0.93314,                0.93877,                  1.133,                 1.1078,                 1.1942,                 1.1336,              0.0074854,              0.0074854,              0.0074854
                    130,                0.97313,                 1.0604,                 1.1282,                 1.3008,                 1.4288,                 1.1292,                0.71939,                0.57252,                0.64958,                0.48554,                0.93096,                0.93047,                   1.13,                  1.105,                 1.1866,                 1.1306,              0.0074656,              0.0074656,              0.0074656
                    131,                0.97361,                 1.0648,                 1.1278,                 1.3048,                 1.4339,                 1.1301,                0.71939,                0.57252,                0.64958,                0.48554,                0.93096,                0.93047,                   1.13,                  1.105,                 1.1866,                 1.1306,              0.0074458,              0.0074458,              0.0074458
                    132,                 0.9716,                 1.0575,                 1.1275,                 1.2967,                 1.4241,                 1.1298,                0.71939,                0.57252,                0.64958,                0.48554,                0.93096,                0.93047,                   1.13,                  1.105,                 1.1866,                 1.1306,               0.007426,               0.007426,               0.007426
                    133,                0.97084,                 1.0501,                 1.1241,                 1.2945,                  1.416,                 1.1259,                0.71939,                0.57252,                0.64958,                0.48554,                0.93096,                0.93047,                   1.13,                  1.105,                 1.1866,                 1.1306,              0.0074062,              0.0074062,              0.0074062
                    134,                0.97268,                 1.0553,                 1.1252,                 1.3035,                  1.422,                 1.1284,                0.71939,                0.57252,                0.64958,                0.48554,                0.93096,                0.93047,                   1.13,                  1.105,                 1.1866,                 1.1306,              0.0073864,              0.0073864,              0.0073864
                    135,                0.97109,                 1.0513,                 1.1256,                 1.3004,                 1.4188,                 1.1289,                0.70255,                0.57746,                0.65131,                0.48749,                0.92902,                0.92297,                 1.1275,                 1.1027,                 1.1775,                 1.1285,              0.0073666,              0.0073666,              0.0073666
                    136,                0.96928,                 1.0474,                 1.1243,                 1.2952,                 1.4106,                 1.1276,                0.70255,                0.57746,                0.65131,                0.48749,                0.92902,                0.92297,                 1.1275,                 1.1027,                 1.1775,                 1.1285,              0.0073468,              0.0073468,              0.0073468
                    137,                0.97029,                 1.0535,                 1.1245,                 1.2961,                 1.4183,                 1.1269,                0.70255,                0.57746,                0.65131,                0.48749,                0.92902,                0.92297,                 1.1275,                 1.1027,                 1.1775,                 1.1285,               0.007327,               0.007327,               0.007327
                    138,                0.96893,                 1.0498,                 1.1239,                 1.2921,                 1.4154,                 1.1265,                0.70255,                0.57746,                0.65131,                0.48749,                0.92902,                0.92297,                 1.1275,                 1.1027,                 1.1775,                 1.1285,              0.0073072,              0.0073072,              0.0073072
                    139,                0.96401,                 1.0483,                 1.1243,                 1.2886,                 1.4109,                 1.1273,                0.70255,                0.57746,                0.65131,                0.48749,                0.92902,                0.92297,                 1.1275,                 1.1027,                 1.1775,                 1.1285,              0.0072874,              0.0072874,              0.0072874
                    140,                0.96321,                 1.0488,                  1.122,                 1.2881,                 1.4147,                  1.126,                0.69529,                0.58405,                0.65332,                 0.4891,                0.92648,                0.91708,                 1.1249,                 1.1003,                 1.1708,                 1.1264,              0.0072676,              0.0072676,              0.0072676
                    141,                0.96703,                 1.0519,                 1.1237,                 1.2921,                 1.4136,                 1.1259,                0.69529,                0.58405,                0.65332,                 0.4891,                0.92648,                0.91708,                 1.1249,                 1.1003,                 1.1708,                 1.1264,              0.0072478,              0.0072478,              0.0072478
                    142,                0.96949,                 1.0458,                 1.1241,                 1.2952,                 1.4118,                  1.127,                0.69529,                0.58405,                0.65332,                 0.4891,                0.92648,                0.91708,                 1.1249,                 1.1003,                 1.1708,                 1.1264,               0.007228,               0.007228,               0.007228
                    143,                0.96812,                 1.0384,                 1.1221,                 1.2957,                 1.4034,                 1.1246,                0.69529,                0.58405,                0.65332,                 0.4891,                0.92648,                0.91708,                 1.1249,                 1.1003,                 1.1708,                 1.1264,              0.0072082,              0.0072082,              0.0072082
                    144,                0.96664,                 1.0405,                 1.1214,                 1.2924,                 1.4066,                 1.1234,                0.69529,                0.58405,                0.65332,                 0.4891,                0.92648,                0.91708,                 1.1249,                 1.1003,                 1.1708,                 1.1264,              0.0071884,              0.0071884,              0.0071884
                    145,                0.96516,                 1.0425,                 1.1223,                 1.2881,                 1.4028,                 1.1249,                0.69403,                0.58842,                0.65496,                 0.4908,                0.92442,                 0.9118,                 1.1221,                 1.0979,                 1.1657,                 1.1237,              0.0071686,              0.0071686,              0.0071686
                    146,                0.96409,                 1.0388,                 1.1199,                 1.2906,                 1.4032,                 1.1229,                0.69403,                0.58842,                0.65496,                 0.4908,                0.92442,                 0.9118,                 1.1221,                 1.0979,                 1.1657,                 1.1237,              0.0071488,              0.0071488,              0.0071488
                    147,                0.96443,                 1.0431,                 1.1197,                 1.2917,                 1.4086,                 1.1229,                0.69403,                0.58842,                0.65496,                 0.4908,                0.92442,                 0.9118,                 1.1221,                 1.0979,                 1.1657,                 1.1237,               0.007129,               0.007129,               0.007129
                    148,                0.96184,                  1.034,                 1.1188,                 1.2855,                 1.3973,                 1.1217,                0.69403,                0.58842,                0.65496,                 0.4908,                0.92442,                 0.9118,                 1.1221,                 1.0979,                 1.1657,                 1.1237,              0.0071092,              0.0071092,              0.0071092
                    149,                0.96322,                 1.0413,                 1.1214,                 1.2896,                 1.4052,                 1.1238,                0.69403,                0.58842,                0.65496,                 0.4908,                0.92442,                 0.9118,                 1.1221,                 1.0979,                 1.1657,                 1.1237,              0.0070894,              0.0070894,              0.0070894
                    150,                0.96355,                 1.0388,                  1.122,                 1.2898,                 1.4014,                 1.1244,                0.69887,                0.58856,                0.65752,                0.49301,                0.92255,                0.90615,                 1.1201,                 1.0954,                  1.159,                 1.1218,              0.0070696,              0.0070696,              0.0070696
                    151,                0.96322,                 1.0324,                 1.1199,                 1.2886,                 1.3923,                 1.1217,                0.69887,                0.58856,                0.65752,                0.49301,                0.92255,                0.90615,                 1.1201,                 1.0954,                  1.159,                 1.1218,              0.0070498,              0.0070498,              0.0070498
                    152,                0.96229,                 1.0373,                 1.1189,                  1.292,                    1.4,                 1.1224,                0.69887,                0.58856,                0.65752,                0.49301,                0.92255,                0.90615,                 1.1201,                 1.0954,                  1.159,                 1.1218,                0.00703,                0.00703,                0.00703
                    153,                0.96146,                 1.0303,                 1.1176,                 1.2869,                 1.3911,                 1.1214,                0.69887,                0.58856,                0.65752,                0.49301,                0.92255,                0.90615,                 1.1201,                 1.0954,                  1.159,                 1.1218,              0.0070102,              0.0070102,              0.0070102
                    154,                0.96213,                  1.034,                 1.1187,                 1.2898,                 1.3955,                 1.1225,                0.69887,                0.58856,                0.65752,                0.49301,                0.92255,                0.90615,                 1.1201,                 1.0954,                  1.159,                 1.1218,              0.0069904,              0.0069904,              0.0069904
                    155,                 0.9627,                 1.0358,                 1.1192,                 1.2861,                 1.3974,                 1.1217,                0.69778,                0.59032,                0.65844,                0.49421,                 0.9213,                0.90089,                 1.1183,                 1.0934,                 1.1542,                 1.1199,              0.0069706,              0.0069706,              0.0069706
                    156,                0.96362,                 1.0351,                 1.1191,                 1.2886,                 1.3998,                 1.1225,                0.69778,                0.59032,                0.65844,                0.49421,                 0.9213,                0.90089,                 1.1183,                 1.0934,                 1.1542,                 1.1199,              0.0069508,              0.0069508,              0.0069508
                    157,                 0.9613,                 1.0281,                 1.1171,                 1.2855,                 1.3895,                 1.1201,                0.69778,                0.59032,                0.65844,                0.49421,                 0.9213,                0.90089,                 1.1183,                 1.0934,                 1.1542,                 1.1199,               0.006931,               0.006931,               0.006931
                    158,                0.95718,                 1.0266,                 1.1152,                 1.2813,                 1.3901,                 1.1185,                0.69778,                0.59032,                0.65844,                0.49421,                 0.9213,                0.90089,                 1.1183,                 1.0934,                 1.1542,                 1.1199,              0.0069112,              0.0069112,              0.0069112
                    159,                0.95878,                 1.0286,                 1.1168,                 1.2866,                 1.3902,                 1.1203,                0.69778,                0.59032,                0.65844,                0.49421,                 0.9213,                0.90089,                 1.1183,                 1.0934,                 1.1542,                 1.1199,              0.0068914,              0.0068914,              0.0068914
                    160,                0.95796,                 1.0262,                 1.1166,                 1.2821,                  1.386,                 1.1206,                 0.7018,                 0.5895,                0.65998,                0.49568,                0.91971,                0.89649,                 1.1161,                 1.0915,                 1.1481,                 1.1186,              0.0068716,              0.0068716,              0.0068716
                    161,                0.95782,                  1.029,                 1.1146,                 1.2814,                 1.3881,                 1.1187,                 0.7018,                 0.5895,                0.65998,                0.49568,                0.91971,                0.89649,                 1.1161,                 1.0915,                 1.1481,                 1.1186,              0.0068518,              0.0068518,              0.0068518
                    162,                0.95508,                 1.0253,                 1.1174,                 1.2747,                 1.3853,                  1.121,                 0.7018,                 0.5895,                0.65998,                0.49568,                0.91971,                0.89649,                 1.1161,                 1.0915,                 1.1481,                 1.1186,               0.006832,               0.006832,               0.006832
                    163,                0.95629,                 1.0283,                 1.1158,                 1.2785,                 1.3893,                 1.1189,                 0.7018,                 0.5895,                0.65998,                0.49568,                0.91971,                0.89649,                 1.1161,                 1.0915,                 1.1481,                 1.1186,              0.0068122,              0.0068122,              0.0068122
                    164,                0.95625,                 1.0229,                 1.1131,                 1.2798,                 1.3815,                 1.1165,                 0.7018,                 0.5895,                0.65998,                0.49568,                0.91971,                0.89649,                 1.1161,                 1.0915,                 1.1481,                 1.1186,              0.0067924,              0.0067924,              0.0067924
                    165,                0.95475,                 1.0195,                 1.1154,                 1.2787,                 1.3787,                 1.1188,                0.70993,                0.58787,                0.66174,                0.49722,                0.91759,                0.89247,                  1.114,                 1.0891,                  1.145,                 1.1162,              0.0067726,              0.0067726,              0.0067726
                    166,                0.95664,                 1.0248,                 1.1163,                 1.2797,                 1.3823,                 1.1195,                0.70993,                0.58787,                0.66174,                0.49722,                0.91759,                0.89247,                  1.114,                 1.0891,                  1.145,                 1.1162,              0.0067528,              0.0067528,              0.0067528
                    167,                0.95428,                 1.0223,                 1.1149,                  1.275,                 1.3822,                 1.1186,                0.70993,                0.58787,                0.66174,                0.49722,                0.91759,                0.89247,                  1.114,                 1.0891,                  1.145,                 1.1162,               0.006733,               0.006733,               0.006733
                    168,                0.95471,                 1.0188,                  1.113,                  1.279,                 1.3804,                 1.1168,                0.70993,                0.58787,                0.66174,                0.49722,                0.91759,                0.89247,                  1.114,                 1.0891,                  1.145,                 1.1162,              0.0067132,              0.0067132,              0.0067132
                    169,                0.95077,                 1.0167,                 1.1118,                 1.2727,                 1.3759,                  1.117,                0.70993,                0.58787,                0.66174,                0.49722,                0.91759,                0.89247,                  1.114,                 1.0891,                  1.145,                 1.1162,              0.0066934,              0.0066934,              0.0066934
                    170,                0.95454,                 1.0216,                 1.1156,                  1.277,                 1.3836,                 1.1194,                0.70744,                0.59303,                0.66368,                0.49841,                0.91578,                0.88831,                 1.1121,                  1.087,                 1.1403,                 1.1144,              0.0066736,              0.0066736,              0.0066736
                    171,                0.95127,                 1.0107,                  1.111,                 1.2748,                  1.368,                 1.1151,                0.70744,                0.59303,                0.66368,                0.49841,                0.91578,                0.88831,                 1.1121,                  1.087,                 1.1403,                 1.1144,              0.0066538,              0.0066538,              0.0066538
                    172,                0.95515,                 1.0163,                 1.1131,                 1.2814,                 1.3804,                 1.1172,                0.70744,                0.59303,                0.66368,                0.49841,                0.91578,                0.88831,                 1.1121,                  1.087,                 1.1403,                 1.1144,               0.006634,               0.006634,               0.006634
                    173,                0.95073,                 1.0131,                 1.1114,                 1.2759,                 1.3735,                 1.1159,                0.70744,                0.59303,                0.66368,                0.49841,                0.91578,                0.88831,                 1.1121,                  1.087,                 1.1403,                 1.1144,              0.0066142,              0.0066142,              0.0066142
                    174,                0.95295,                  1.015,                 1.1126,                 1.2792,                 1.3767,                 1.1166,                0.70744,                0.59303,                0.66368,                0.49841,                0.91578,                0.88831,                 1.1121,                  1.087,                 1.1403,                 1.1144,              0.0065944,              0.0065944,              0.0065944
                    175,                0.95293,                 1.0116,                 1.1121,                 1.2775,                 1.3713,                 1.1153,                 0.7016,                0.60057,                0.66547,                0.49985,                0.91526,                0.88513,                 1.1113,                 1.0861,                 1.1357,                 1.1126,              0.0065746,              0.0065746,              0.0065746
                    176,                0.95162,                 1.0133,                 1.1106,                 1.2742,                 1.3718,                 1.1144,                 0.7016,                0.60057,                0.66547,                0.49985,                0.91526,                0.88513,                 1.1113,                 1.0861,                 1.1357,                 1.1126,              0.0065548,              0.0065548,              0.0065548
                    177,                0.95147,                 1.0145,                 1.1138,                 1.2733,                 1.3704,                 1.1172,                 0.7016,                0.60057,                0.66547,                0.49985,                0.91526,                0.88513,                 1.1113,                 1.0861,                 1.1357,                 1.1126,               0.006535,               0.006535,               0.006535
                    178,                0.95386,                 1.0077,                 1.1119,                 1.2788,                 1.3655,                 1.1146,                 0.7016,                0.60057,                0.66547,                0.49985,                0.91526,                0.88513,                 1.1113,                 1.0861,                 1.1357,                 1.1126,              0.0065152,              0.0065152,              0.0065152
                    179,                0.95136,                 1.0128,                 1.1129,                  1.273,                 1.3719,                 1.1172,                 0.7016,                0.60057,                0.66547,                0.49985,                0.91526,                0.88513,                 1.1113,                 1.0861,                 1.1357,                 1.1126,              0.0064954,              0.0064954,              0.0064954
                    180,                0.94733,                 1.0124,                 1.1105,                 1.2681,                 1.3694,                 1.1152,                0.70455,                0.59851,                0.66681,                0.50159,                0.91398,                0.88247,                 1.1103,                 1.0845,                 1.1331,                 1.1118,              0.0064756,              0.0064756,              0.0064756
                    181,                0.95174,                 1.0074,                 1.1093,                 1.2737,                 1.3635,                 1.1134,                0.70455,                0.59851,                0.66681,                0.50159,                0.91398,                0.88247,                 1.1103,                 1.0845,                 1.1331,                 1.1118,              0.0064558,              0.0064558,              0.0064558
                    182,                0.94869,                 1.0077,                 1.1101,                 1.2687,                  1.368,                 1.1146,                0.70455,                0.59851,                0.66681,                0.50159,                0.91398,                0.88247,                 1.1103,                 1.0845,                 1.1331,                 1.1118,               0.006436,               0.006436,               0.006436
                    183,                0.94984,                 1.0069,                 1.1104,                 1.2738,                 1.3638,                 1.1142,                0.70455,                0.59851,                0.66681,                0.50159,                0.91398,                0.88247,                 1.1103,                 1.0845,                 1.1331,                 1.1118,              0.0064162,              0.0064162,              0.0064162
                    184,                0.94842,                 1.0044,                 1.1088,                 1.2698,                 1.3594,                 1.1123,                0.70455,                0.59851,                0.66681,                0.50159,                0.91398,                0.88247,                 1.1103,                 1.0845,                 1.1331,                 1.1118,              0.0063964,              0.0063964,              0.0063964
                    185,                0.95267,                  1.007,                 1.1103,                 1.2772,                 1.3674,                 1.1142,                0.70895,                0.59923,                0.66669,                0.50117,                0.91275,                0.88045,                 1.1092,                 1.0835,                  1.131,                  1.111,              0.0063766,              0.0063766,              0.0063766
                    186,                 0.9473,                 1.0053,                 1.1078,                 1.2692,                 1.3627,                 1.1115,                0.70895,                0.59923,                0.66669,                0.50117,                0.91275,                0.88045,                 1.1092,                 1.0835,                  1.131,                  1.111,              0.0063568,              0.0063568,              0.0063568
                    187,                0.94756,                 1.0029,                 1.1069,                 1.2727,                 1.3595,                 1.1113,                0.70895,                0.59923,                0.66669,                0.50117,                0.91275,                0.88045,                 1.1092,                 1.0835,                  1.131,                  1.111,               0.006337,               0.006337,               0.006337
                    188,                0.94678,                 1.0004,                 1.1096,                 1.2668,                 1.3524,                 1.1141,                0.70895,                0.59923,                0.66669,                0.50117,                0.91275,                0.88045,                 1.1092,                 1.0835,                  1.131,                  1.111,              0.0063172,              0.0063172,              0.0063172
                    189,                0.94681,                 1.0002,                 1.1065,                 1.2695,                 1.3576,                 1.1107,                0.70895,                0.59923,                0.66669,                0.50117,                0.91275,                0.88045,                 1.1092,                 1.0835,                  1.131,                  1.111,              0.0062974,              0.0062974,              0.0062974
                    190,                  0.944,                0.99638,                 1.1054,                   1.27,                 1.3561,                 1.1098,                 0.7083,                0.59928,                0.66803,                0.50216,                0.91147,                0.87765,                  1.108,                 1.0823,                 1.1273,                 1.1097,              0.0062776,              0.0062776,              0.0062776
                    191,                0.94785,                0.99476,                 1.1073,                 1.2676,                 1.3489,                 1.1117,                 0.7083,                0.59928,                0.66803,                0.50216,                0.91147,                0.87765,                  1.108,                 1.0823,                 1.1273,                 1.1097,              0.0062578,              0.0062578,              0.0062578
                    192,                 0.9513,                  1.002,                 1.1107,                 1.2745,                   1.36,                 1.1149,                 0.7083,                0.59928,                0.66803,                0.50216,                0.91147,                0.87765,                  1.108,                 1.0823,                 1.1273,                 1.1097,               0.006238,               0.006238,               0.006238
                    193,                0.94604,                0.99912,                 1.1077,                 1.2702,                 1.3555,                 1.1121,                 0.7083,                0.59928,                0.66803,                0.50216,                0.91147,                0.87765,                  1.108,                 1.0823,                 1.1273,                 1.1097,              0.0062182,              0.0062182,              0.0062182
                    194,                0.94412,                0.99435,                 1.1067,                 1.2646,                  1.347,                 1.1111,                 0.7083,                0.59928,                0.66803,                0.50216,                0.91147,                0.87765,                  1.108,                 1.0823,                 1.1273,                 1.1097,              0.0061984,              0.0061984,              0.0061984
                    195,                0.94611,                0.99957,                 1.1059,                 1.2698,                 1.3574,                 1.1107,                0.71137,                0.59684,                0.66854,                0.50251,                0.91048,                0.87509,                 1.1066,                 1.0819,                 1.1221,                 1.1087,              0.0061786,              0.0061786,              0.0061786
                    196,                0.94401,                0.99381,                 1.1056,                 1.2678,                 1.3496,                 1.1099,                0.71137,                0.59684,                0.66854,                0.50251,                0.91048,                0.87509,                 1.1066,                 1.0819,                 1.1221,                 1.1087,              0.0061588,              0.0061588,              0.0061588
                    197,                0.94817,                      1,                 1.1085,                 1.2711,                 1.3556,                 1.1128,                0.71137,                0.59684,                0.66854,                0.50251,                0.91048,                0.87509,                 1.1066,                 1.0819,                 1.1221,                 1.1087,               0.006139,               0.006139,               0.006139
                    198,                0.94521,                0.99668,                 1.1094,                 1.2637,                  1.349,                 1.1133,                0.71137,                0.59684,                0.66854,                0.50251,                0.91048,                0.87509,                 1.1066,                 1.0819,                 1.1221,                 1.1087,              0.0061192,              0.0061192,              0.0061192
                    199,                0.94172,                 0.9905,                 1.1048,                 1.2626,                 1.3447,                 1.1098,                0.71137,                0.59684,                0.66854,                0.50251,                0.91048,                0.87509,                 1.1066,                 1.0819,                 1.1221,                 1.1087,              0.0060994,              0.0060994,              0.0060994
                    200,                 0.9468,                0.99346,                  1.105,                 1.2718,                 1.3531,                 1.1099,                0.70991,                0.59939,                0.67004,                0.50442,                0.90924,                0.87192,                 1.1055,                 1.0811,                 1.1186,                 1.1076,              0.0060796,              0.0060796,              0.0060796
                    201,                0.94247,                0.99478,                 1.1073,                 1.2651,                 1.3485,                 1.1116,                0.70991,                0.59939,                0.67004,                0.50442,                0.90924,                0.87192,                 1.1055,                 1.0811,                 1.1186,                 1.1076,              0.0060598,              0.0060598,              0.0060598
                    202,                0.94006,                0.99076,                  1.105,                 1.2602,                 1.3434,                 1.1094,                0.70991,                0.59939,                0.67004,                0.50442,                0.90924,                0.87192,                 1.1055,                 1.0811,                 1.1186,                 1.1076,                0.00604,                0.00604,                0.00604
