                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                 0.9628,                 1.0591,                 1.1308,                 1.2883,                 1.4226,                  1.135,                0.70366,                0.56982,                 0.6412,                 0.4784,                0.93476,                0.95144,                 1.1485,                 1.1137,                 1.2073,                 1.1486,              0.0077032,              0.0077032,              0.0077032
                    119,                0.96174,                   1.06,                 1.1299,                 1.2899,                 1.4251,                 1.1334,                0.70366,                0.56982,                 0.6412,                 0.4784,                0.93476,                0.95144,                 1.1485,                 1.1137,                 1.2073,                 1.1486,              0.0076834,              0.0076834,              0.0076834
                    120,                0.96017,                 1.0531,                 1.1261,                 1.2895,                  1.418,                 1.1303,                0.71103,                0.57168,                0.64538,                0.48176,                0.93173,                  0.943,                 1.1446,                   1.11,                 1.1983,                 1.1448,              0.0076636,              0.0076636,              0.0076636
                    121,                0.96196,                 1.0548,                  1.129,                  1.289,                 1.4177,                  1.133,                0.71103,                0.57168,                0.64538,                0.48176,                0.93173,                  0.943,                 1.1446,                   1.11,                 1.1983,                 1.1448,              0.0076438,              0.0076438,              0.0076438
                    122,                0.96489,                 1.0595,                 1.1305,                 1.2916,                  1.426,                 1.1323,                0.71103,                0.57168,                0.64538,                0.48176,                0.93173,                  0.943,                 1.1446,                   1.11,                 1.1983,                 1.1448,               0.007624,               0.007624,               0.007624
                    123,                0.95994,                 1.0545,                 1.1291,                 1.2833,                 1.4176,                  1.133,                0.71103,                0.57168,                0.64538,                0.48176,                0.93173,                  0.943,                 1.1446,                   1.11,                 1.1983,                 1.1448,              0.0076042,              0.0076042,              0.0076042
                    124,                0.96412,                 1.0559,                 1.1293,                 1.2956,                 1.4215,                 1.1331,                0.71103,                0.57168,                0.64538,                0.48176,                0.93173,                  0.943,                 1.1446,                   1.11,                 1.1983,                 1.1448,              0.0075844,              0.0075844,              0.0075844
                    125,                0.95966,                 1.0492,                 1.1278,                 1.2845,                 1.4108,                 1.1314,                0.71161,                0.57317,                0.64725,                0.48372,                0.92861,                0.93427,                 1.1408,                 1.1062,                 1.1901,                 1.1408,              0.0075646,              0.0075646,              0.0075646
                    126,                0.96078,                 1.0527,                 1.1272,                  1.291,                 1.4179,                  1.131,                0.71161,                0.57317,                0.64725,                0.48372,                0.92861,                0.93427,                 1.1408,                 1.1062,                 1.1901,                 1.1408,              0.0075448,              0.0075448,              0.0075448
                    127,                0.96137,                 1.0553,                 1.1276,                 1.2896,                 1.4189,                 1.1317,                0.71161,                0.57317,                0.64725,                0.48372,                0.92861,                0.93427,                 1.1408,                 1.1062,                 1.1901,                 1.1408,               0.007525,               0.007525,               0.007525
                    128,                0.96149,                 1.0519,                 1.1274,                 1.2889,                 1.4148,                 1.1305,                0.71161,                0.57317,                0.64725,                0.48372,                0.92861,                0.93427,                 1.1408,                 1.1062,                 1.1901,                 1.1408,              0.0075052,              0.0075052,              0.0075052
                    129,                0.96047,                 1.0445,                 1.1276,                  1.288,                  1.407,                 1.1307,                0.71161,                0.57317,                0.64725,                0.48372,                0.92861,                0.93427,                 1.1408,                 1.1062,                 1.1901,                 1.1408,              0.0074854,              0.0074854,              0.0074854
                    130,                0.95968,                 1.0497,                 1.1249,                 1.2887,                 1.4152,                 1.1281,                0.71903,                0.57361,                0.65035,                0.48651,                0.92584,                0.92655,                 1.1374,                 1.1038,                 1.1818,                 1.1383,              0.0074656,              0.0074656,              0.0074656
                    131,                0.95695,                 1.0456,                 1.1252,                 1.2857,                 1.4095,                 1.1291,                0.71903,                0.57361,                0.65035,                0.48651,                0.92584,                0.92655,                 1.1374,                 1.1038,                 1.1818,                 1.1383,              0.0074458,              0.0074458,              0.0074458
                    132,                0.95554,                  1.045,                 1.1237,                 1.2857,                 1.4096,                 1.1277,                0.71903,                0.57361,                0.65035,                0.48651,                0.92584,                0.92655,                 1.1374,                 1.1038,                 1.1818,                 1.1383,               0.007426,               0.007426,               0.007426
                    133,                0.95251,                 1.0419,                 1.1232,                 1.2789,                 1.4032,                 1.1271,                0.71903,                0.57361,                0.65035,                0.48651,                0.92584,                0.92655,                 1.1374,                 1.1038,                 1.1818,                 1.1383,              0.0074062,              0.0074062,              0.0074062
                    134,                0.95777,                 1.0438,                  1.123,                 1.2855,                  1.408,                 1.1267,                0.71903,                0.57361,                0.65035,                0.48651,                0.92584,                0.92655,                 1.1374,                 1.1038,                 1.1818,                 1.1383,              0.0073864,              0.0073864,              0.0073864
                    135,                 0.9584,                 1.0389,                 1.1248,                 1.2892,                 1.4022,                 1.1293,                 0.7184,                0.57786,                0.65265,                0.48884,                0.92357,                0.92036,                  1.134,                 1.1006,                 1.1742,                 1.1349,              0.0073666,              0.0073666,              0.0073666
                    136,                0.95527,                 1.0426,                 1.1245,                 1.2812,                 1.4041,                 1.1278,                 0.7184,                0.57786,                0.65265,                0.48884,                0.92357,                0.92036,                  1.134,                 1.1006,                 1.1742,                 1.1349,              0.0073468,              0.0073468,              0.0073468
                    137,                0.95568,                 1.0421,                 1.1227,                 1.2823,                 1.4041,                  1.126,                 0.7184,                0.57786,                0.65265,                0.48884,                0.92357,                0.92036,                  1.134,                 1.1006,                 1.1742,                 1.1349,               0.007327,               0.007327,               0.007327
                    138,                0.95583,                 1.0419,                  1.124,                  1.281,                  1.405,                 1.1282,                 0.7184,                0.57786,                0.65265,                0.48884,                0.92357,                0.92036,                  1.134,                 1.1006,                 1.1742,                 1.1349,              0.0073072,              0.0073072,              0.0073072
                    139,                0.95202,                 1.0355,                 1.1226,                 1.2773,                 1.3968,                 1.1268,                 0.7184,                0.57786,                0.65265,                0.48884,                0.92357,                0.92036,                  1.134,                 1.1006,                 1.1742,                 1.1349,              0.0072874,              0.0072874,              0.0072874
                    140,                0.95326,                 1.0365,                 1.1218,                 1.2808,                  1.401,                 1.1259,                0.71543,                0.58089,                0.65533,                0.49101,                0.92096,                0.91378,                 1.1308,                 1.0986,                 1.1661,                 1.1326,              0.0072676,              0.0072676,              0.0072676
                    141,                0.95179,                 1.0354,                 1.1213,                 1.2786,                 1.3954,                 1.1257,                0.71543,                0.58089,                0.65533,                0.49101,                0.92096,                0.91378,                 1.1308,                 1.0986,                 1.1661,                 1.1326,              0.0072478,              0.0072478,              0.0072478
                    142,                0.95495,                 1.0333,                 1.1228,                 1.2839,                 1.3941,                 1.1277,                0.71543,                0.58089,                0.65533,                0.49101,                0.92096,                0.91378,                 1.1308,                 1.0986,                 1.1661,                 1.1326,               0.007228,               0.007228,               0.007228
                    143,                0.95186,                 1.0352,                 1.1221,                 1.2787,                  1.396,                 1.1259,                0.71543,                0.58089,                0.65533,                0.49101,                0.92096,                0.91378,                 1.1308,                 1.0986,                 1.1661,                 1.1326,              0.0072082,              0.0072082,              0.0072082
                    144,                0.95294,                 1.0325,                 1.1211,                 1.2821,                 1.3924,                 1.1253,                0.71543,                0.58089,                0.65533,                0.49101,                0.92096,                0.91378,                 1.1308,                 1.0986,                 1.1661,                 1.1326,              0.0071884,              0.0071884,              0.0071884
                    145,                0.94828,                 1.0314,                 1.1185,                 1.2753,                 1.3902,                  1.122,                 0.7167,                0.58325,                0.65684,                 0.4923,                0.91896,                0.90871,                 1.1289,                 1.0975,                 1.1597,                 1.1313,              0.0071686,              0.0071686,              0.0071686
                    146,                0.94339,                 1.0292,                 1.1181,                 1.2643,                 1.3884,                 1.1228,                 0.7167,                0.58325,                0.65684,                 0.4923,                0.91896,                0.90871,                 1.1289,                 1.0975,                 1.1597,                 1.1313,              0.0071488,              0.0071488,              0.0071488
                    147,                0.94805,                 1.0293,                 1.1169,                 1.2732,                 1.3877,                  1.122,                 0.7167,                0.58325,                0.65684,                 0.4923,                0.91896,                0.90871,                 1.1289,                 1.0975,                 1.1597,                 1.1313,               0.007129,               0.007129,               0.007129
                    148,                0.94917,                 1.0296,                 1.1186,                  1.273,                   1.39,                 1.1226,                 0.7167,                0.58325,                0.65684,                 0.4923,                0.91896,                0.90871,                 1.1289,                 1.0975,                 1.1597,                 1.1313,              0.0071092,              0.0071092,              0.0071092
                    149,                0.94597,                 1.0291,                 1.1162,                 1.2723,                 1.3893,                 1.1218,                 0.7167,                0.58325,                0.65684,                 0.4923,                0.91896,                0.90871,                 1.1289,                 1.0975,                 1.1597,                 1.1313,              0.0070894,              0.0070894,              0.0070894
                    150,                0.94287,                 1.0242,                 1.1164,                 1.2663,                 1.3817,                 1.1212,                0.71519,                0.58666,                0.65949,                 0.4948,                0.91708,                0.90352,                 1.1266,                 1.0962,                 1.1538,                 1.1296,              0.0070696,              0.0070696,              0.0070696
                    151,                0.94694,                 1.0225,                  1.114,                 1.2757,                  1.384,                 1.1182,                0.71519,                0.58666,                0.65949,                 0.4948,                0.91708,                0.90352,                 1.1266,                 1.0962,                 1.1538,                 1.1296,              0.0070498,              0.0070498,              0.0070498
                    152,                0.94509,                 1.0246,                 1.1161,                 1.2696,                 1.3811,                 1.1205,                0.71519,                0.58666,                0.65949,                 0.4948,                0.91708,                0.90352,                 1.1266,                 1.0962,                 1.1538,                 1.1296,                0.00703,                0.00703,                0.00703
                    153,                0.94814,                  1.025,                 1.1154,                 1.2743,                 1.3844,                 1.1194,                0.71519,                0.58666,                0.65949,                 0.4948,                0.91708,                0.90352,                 1.1266,                 1.0962,                 1.1538,                 1.1296,              0.0070102,              0.0070102,              0.0070102
                    154,                0.94722,                 1.0276,                 1.1167,                  1.273,                 1.3861,                 1.1219,                0.71519,                0.58666,                0.65949,                 0.4948,                0.91708,                0.90352,                 1.1266,                 1.0962,                 1.1538,                 1.1296,              0.0069904,              0.0069904,              0.0069904
                    155,                0.94356,                 1.0222,                 1.1167,                 1.2682,                 1.3785,                 1.1215,                0.72134,                0.58401,                0.66139,                0.49638,                0.91544,                0.89886,                 1.1244,                 1.0939,                 1.1491,                 1.1273,              0.0069706,              0.0069706,              0.0069706
                    156,                0.94909,                 1.0267,                 1.1182,                 1.2731,                 1.3847,                 1.1229,                0.72134,                0.58401,                0.66139,                0.49638,                0.91544,                0.89886,                 1.1244,                 1.0939,                 1.1491,                 1.1273,              0.0069508,              0.0069508,              0.0069508
                    157,                 0.9438,                 1.0197,                 1.1153,                  1.269,                 1.3779,                 1.1204,                0.72134,                0.58401,                0.66139,                0.49638,                0.91544,                0.89886,                 1.1244,                 1.0939,                 1.1491,                 1.1273,               0.006931,               0.006931,               0.006931
                    158,                0.94452,                  1.016,                 1.1125,                 1.2721,                 1.3769,                 1.1179,                0.72134,                0.58401,                0.66139,                0.49638,                0.91544,                0.89886,                 1.1244,                 1.0939,                 1.1491,                 1.1273,              0.0069112,              0.0069112,              0.0069112
                    159,                0.94329,                 1.0157,                 1.1142,                  1.269,                 1.3728,                 1.1184,                0.72134,                0.58401,                0.66139,                0.49638,                0.91544,                0.89886,                 1.1244,                 1.0939,                 1.1491,                 1.1273,              0.0068914,              0.0068914,              0.0068914
                    160,                 0.9431,                 1.0171,                 1.1136,                 1.2663,                 1.3724,                  1.119,                0.72754,                0.58178,                0.66244,                0.49779,                 0.9137,                 0.8945,                 1.1228,                 1.0922,                  1.145,                 1.1256,              0.0068716,              0.0068716,              0.0068716
                    161,                0.94154,                 1.0178,                 1.1116,                 1.2662,                 1.3728,                 1.1167,                0.72754,                0.58178,                0.66244,                0.49779,                 0.9137,                 0.8945,                 1.1228,                 1.0922,                  1.145,                 1.1256,              0.0068518,              0.0068518,              0.0068518
                    162,                0.94543,                 1.0157,                 1.1137,                 1.2719,                 1.3732,                 1.1187,                0.72754,                0.58178,                0.66244,                0.49779,                 0.9137,                 0.8945,                 1.1228,                 1.0922,                  1.145,                 1.1256,               0.006832,               0.006832,               0.006832
                    163,                0.94323,                 1.0167,                 1.1137,                 1.2646,                 1.3713,                 1.1178,                0.72754,                0.58178,                0.66244,                0.49779,                 0.9137,                 0.8945,                 1.1228,                 1.0922,                  1.145,                 1.1256,              0.0068122,              0.0068122,              0.0068122
                    164,                0.94032,                 1.0134,                 1.1119,                  1.262,                 1.3672,                 1.1169,                0.72754,                0.58178,                0.66244,                0.49779,                 0.9137,                 0.8945,                 1.1228,                 1.0922,                  1.145,                 1.1256,              0.0067924,              0.0067924,              0.0067924
                    165,                0.94131,                  1.017,                 1.1131,                 1.2676,                 1.3753,                 1.1182,                0.72212,                0.58779,                0.66455,                0.49973,                0.91246,                0.89026,                 1.1207,                 1.0888,                 1.1403,                 1.1226,              0.0067726,              0.0067726,              0.0067726
                    166,                0.93927,                 1.0098,                 1.1109,                 1.2653,                 1.3642,                 1.1154,                0.72212,                0.58779,                0.66455,                0.49973,                0.91246,                0.89026,                 1.1207,                 1.0888,                 1.1403,                 1.1226,              0.0067528,              0.0067528,              0.0067528
                    167,                0.93692,                 1.0038,                 1.1097,                 1.2609,                 1.3581,                 1.1151,                0.72212,                0.58779,                0.66455,                0.49973,                0.91246,                0.89026,                 1.1207,                 1.0888,                 1.1403,                 1.1226,               0.006733,               0.006733,               0.006733
                    168,                0.93852,                 1.0078,                 1.1095,                 1.2607,                 1.3613,                 1.1147,                0.72212,                0.58779,                0.66455,                0.49973,                0.91246,                0.89026,                 1.1207,                 1.0888,                 1.1403,                 1.1226,              0.0067132,              0.0067132,              0.0067132
                    169,                0.93781,                 1.0122,                 1.1118,                 1.2633,                 1.3684,                  1.117,                0.72212,                0.58779,                0.66455,                0.49973,                0.91246,                0.89026,                 1.1207,                 1.0888,                 1.1403,                 1.1226,              0.0066934,              0.0066934,              0.0066934
                    170,                0.93776,                  1.006,                 1.1098,                 1.2611,                   1.36,                 1.1145,                0.71577,                0.59586,                0.66636,                0.50133,                0.91099,                0.88623,                 1.1187,                 1.0876,                 1.1356,                 1.1212,              0.0066736,              0.0066736,              0.0066736
                    171,                0.93733,                 1.0045,                 1.1091,                 1.2597,                 1.3566,                 1.1137,                0.71577,                0.59586,                0.66636,                0.50133,                0.91099,                0.88623,                 1.1187,                 1.0876,                 1.1356,                 1.1212,              0.0066538,              0.0066538,              0.0066538
                    172,                0.93764,                 0.9999,                 1.1083,                 1.2661,                 1.3554,                 1.1136,                0.71577,                0.59586,                0.66636,                0.50133,                0.91099,                0.88623,                 1.1187,                 1.0876,                 1.1356,                 1.1212,               0.006634,               0.006634,               0.006634
                    173,                0.93923,                 1.0064,                 1.1088,                 1.2642,                 1.3634,                 1.1143,                0.71577,                0.59586,                0.66636,                0.50133,                0.91099,                0.88623,                 1.1187,                 1.0876,                 1.1356,                 1.1212,              0.0066142,              0.0066142,              0.0066142
                    174,                0.93826,                 1.0036,                 1.1108,                 1.2617,                   1.36,                 1.1155,                0.71577,                0.59586,                0.66636,                0.50133,                0.91099,                0.88623,                 1.1187,                 1.0876,                 1.1356,                 1.1212,              0.0065944,              0.0065944,              0.0065944
                    175,                0.94257,                 1.0038,                 1.1078,                  1.273,                 1.3636,                  1.112,                0.71291,                0.59974,                0.66787,                0.50209,                 0.9093,                0.88239,                 1.1167,                 1.0855,                 1.1331,                 1.1194,              0.0065746,              0.0065746,              0.0065746
                    176,                0.93921,                 1.0061,                 1.1073,                 1.2643,                  1.361,                 1.1124,                0.71291,                0.59974,                0.66787,                0.50209,                 0.9093,                0.88239,                 1.1167,                 1.0855,                 1.1331,                 1.1194,              0.0065548,              0.0065548,              0.0065548
                    177,                0.93381,                0.99976,                 1.1096,                 1.2573,                 1.3544,                 1.1144,                0.71291,                0.59974,                0.66787,                0.50209,                 0.9093,                0.88239,                 1.1167,                 1.0855,                 1.1331,                 1.1194,               0.006535,               0.006535,               0.006535
                    178,                0.93745,                 1.0035,                 1.1074,                  1.263,                 1.3607,                 1.1131,                0.71291,                0.59974,                0.66787,                0.50209,                 0.9093,                0.88239,                 1.1167,                 1.0855,                 1.1331,                 1.1194,              0.0065152,              0.0065152,              0.0065152
                    179,                0.93653,                0.99565,                 1.1071,                 1.2611,                 1.3497,                 1.1118,                0.71291,                0.59974,                0.66787,                0.50209,                 0.9093,                0.88239,                 1.1167,                 1.0855,                 1.1331,                 1.1194,              0.0064954,              0.0064954,              0.0064954
                    180,                0.93204,                0.99854,                  1.106,                 1.2552,                 1.3527,                 1.1117,                0.71522,                0.60116,                 0.6693,                0.50317,                0.90856,                0.87859,                 1.1155,                  1.085,                 1.1271,                 1.1188,              0.0064756,              0.0064756,              0.0064756
                    181,                0.93653,                 1.0016,                 1.1068,                 1.2568,                 1.3569,                 1.1119,                0.71522,                0.60116,                 0.6693,                0.50317,                0.90856,                0.87859,                 1.1155,                  1.085,                 1.1271,                 1.1188,              0.0064558,              0.0064558,              0.0064558
                    182,                0.93695,                0.99609,                 1.1056,                   1.26,                 1.3502,                 1.1113,                0.71522,                0.60116,                 0.6693,                0.50317,                0.90856,                0.87859,                 1.1155,                  1.085,                 1.1271,                 1.1188,               0.006436,               0.006436,               0.006436
                    183,                 0.9357,                0.99659,                 1.1083,                 1.2596,                 1.3514,                 1.1129,                0.71522,                0.60116,                 0.6693,                0.50317,                0.90856,                0.87859,                 1.1155,                  1.085,                 1.1271,                 1.1188,              0.0064162,              0.0064162,              0.0064162
                    184,                0.93839,                 1.0016,                 1.1081,                 1.2633,                 1.3569,                 1.1134,                0.71522,                0.60116,                 0.6693,                0.50317,                0.90856,                0.87859,                 1.1155,                  1.085,                 1.1271,                 1.1188,              0.0063964,              0.0063964,              0.0063964
                    185,                0.93806,                0.99615,                 1.1081,                 1.2656,                 1.3548,                 1.1132,                0.71606,                0.60194,                0.67046,                0.50421,                0.90765,                 0.8758,                 1.1142,                 1.0826,                 1.1249,                 1.1166,              0.0063766,              0.0063766,              0.0063766
                    186,                0.93205,                0.99777,                 1.1049,                 1.2557,                 1.3519,                 1.1104,                0.71606,                0.60194,                0.67046,                0.50421,                0.90765,                 0.8758,                 1.1142,                 1.0826,                 1.1249,                 1.1166,              0.0063568,              0.0063568,              0.0063568
                    187,                0.93579,                0.99868,                 1.1069,                 1.2599,                 1.3544,                 1.1115,                0.71606,                0.60194,                0.67046,                0.50421,                0.90765,                 0.8758,                 1.1142,                 1.0826,                 1.1249,                 1.1166,               0.006337,               0.006337,               0.006337
                    188,                0.93147,                 0.9912,                 1.1034,                  1.255,                 1.3439,                 1.1089,                0.71606,                0.60194,                0.67046,                0.50421,                0.90765,                 0.8758,                 1.1142,                 1.0826,                 1.1249,                 1.1166,              0.0063172,              0.0063172,              0.0063172
                    189,                0.93365,                0.99685,                 1.1073,                 1.2587,                 1.3493,                 1.1127,                0.71606,                0.60194,                0.67046,                0.50421,                0.90765,                 0.8758,                 1.1142,                 1.0826,                 1.1249,                 1.1166,              0.0062974,              0.0062974,              0.0062974
                    190,                0.92693,                0.98803,                 1.1018,                 1.2526,                 1.3427,                 1.1081,                0.72539,                0.59776,                0.67111,                0.50502,                 0.9068,                0.87356,                 1.1134,                 1.0824,                 1.1216,                 1.1163,              0.0062776,              0.0062776,              0.0062776
                    191,                 0.9353,                0.99196,                 1.1042,                 1.2586,                 1.3458,                   1.11,                0.72539,                0.59776,                0.67111,                0.50502,                 0.9068,                0.87356,                 1.1134,                 1.0824,                 1.1216,                 1.1163,              0.0062578,              0.0062578,              0.0062578
                    192,                 0.9314,                 0.9924,                  1.106,                 1.2518,                 1.3446,                 1.1113,                0.72539,                0.59776,                0.67111,                0.50502,                 0.9068,                0.87356,                 1.1134,                 1.0824,                 1.1216,                 1.1163,               0.006238,               0.006238,               0.006238
                    193,                0.93288,                0.99466,                 1.1056,                 1.2584,                 1.3483,                 1.1112,                0.72539,                0.59776,                0.67111,                0.50502,                 0.9068,                0.87356,                 1.1134,                 1.0824,                 1.1216,                 1.1163,              0.0062182,              0.0062182,              0.0062182
                    194,                0.93188,                0.99215,                  1.105,                 1.2523,                 1.3463,                 1.1101,                0.72539,                0.59776,                0.67111,                0.50502,                 0.9068,                0.87356,                 1.1134,                 1.0824,                 1.1216,                 1.1163,              0.0061984,              0.0061984,              0.0061984
                    195,                0.92692,                0.98465,                 1.1014,                 1.2486,                 1.3363,                 1.1063,                0.73194,                0.59608,                0.67245,                0.50624,                0.90539,                0.87063,                 1.1116,                 1.0806,                  1.118,                 1.1141,              0.0061786,              0.0061786,              0.0061786
                    196,                0.93076,                0.98915,                 1.1033,                  1.258,                 1.3445,                 1.1083,                0.73194,                0.59608,                0.67245,                0.50624,                0.90539,                0.87063,                 1.1116,                 1.0806,                  1.118,                 1.1141,              0.0061588,              0.0061588,              0.0061588
                    197,                0.92877,                0.98462,                 1.1022,                 1.2539,                  1.338,                 1.1083,                0.73194,                0.59608,                0.67245,                0.50624,                0.90539,                0.87063,                 1.1116,                 1.0806,                  1.118,                 1.1141,               0.006139,               0.006139,               0.006139
                    198,                0.93126,                0.98791,                 1.1028,                 1.2561,                 1.3396,                 1.1083,                0.73194,                0.59608,                0.67245,                0.50624,                0.90539,                0.87063,                 1.1116,                 1.0806,                  1.118,                 1.1141,              0.0061192,              0.0061192,              0.0061192
                    199,                0.92986,                0.98456,                 1.1045,                 1.2505,                 1.3355,                 1.1098,                0.73194,                0.59608,                0.67245,                0.50624,                0.90539,                0.87063,                 1.1116,                 1.0806,                  1.118,                 1.1141,              0.0060994,              0.0060994,              0.0060994
                    200,                0.92749,                 0.9836,                 1.1013,                 1.2512,                 1.3405,                  1.107,                0.72789,                0.60022,                0.67328,                0.50702,                0.90428,                0.86852,                 1.1104,                 1.0783,                 1.1153,                 1.1128,              0.0060796,              0.0060796,              0.0060796
                    201,                0.93035,                0.98299,                 1.1009,                 1.2557,                 1.3374,                 1.1064,                0.72789,                0.60022,                0.67328,                0.50702,                0.90428,                0.86852,                 1.1104,                 1.0783,                 1.1153,                 1.1128,              0.0060598,              0.0060598,              0.0060598
                    202,                0.92806,                 0.9884,                 1.1017,                 1.2491,                 1.3404,                 1.1081,                0.72789,                0.60022,                0.67328,                0.50702,                0.90428,                0.86852,                 1.1104,                 1.0783,                 1.1153,                 1.1128,                0.00604,                0.00604,                0.00604
                    203,                0.92775,                0.98205,                 1.1023,                 1.2467,                  1.336,                 1.1072,                0.72789,                0.60022,                0.67328,                0.50702,                0.90428,                0.86852,                 1.1104,                 1.0783,                 1.1153,                 1.1128,              0.0060202,              0.0060202,              0.0060202
                    204,                 0.9254,                0.98157,                 1.1008,                 1.2492,                 1.3328,                 1.1058,                0.72789,                0.60022,                0.67328,                0.50702,                0.90428,                0.86852,                 1.1104,                 1.0783,                 1.1153,                 1.1128,              0.0060004,              0.0060004,              0.0060004
                    205,                0.92314,                0.98418,                 1.0999,                 1.2458,                 1.3341,                 1.1056,                0.71122,                0.60293,                0.67423,                0.50794,                0.90421,                0.86677,                 1.1096,                  1.078,                 1.1131,                 1.1121,              0.0059806,              0.0059806,              0.0059806
                    206,                0.92376,                0.97924,                 1.1009,                 1.2447,                 1.3288,                 1.1061,                0.71122,                0.60293,                0.67423,                0.50794,                0.90421,                0.86677,                 1.1096,                  1.078,                 1.1131,                 1.1121,              0.0059608,              0.0059608,              0.0059608
                    207,                0.92221,                0.98214,                 1.1009,                 1.2429,                 1.3328,                 1.1072,                0.71122,                0.60293,                0.67423,                0.50794,                0.90421,                0.86677,                 1.1096,                  1.078,                 1.1131,                 1.1121,               0.005941,               0.005941,               0.005941
                    208,                0.92742,                 0.9776,                 1.0981,                 1.2544,                 1.3307,                 1.1044,                0.71122,                0.60293,                0.67423,                0.50794,                0.90421,                0.86677,                 1.1096,                  1.078,                 1.1131,                 1.1121,              0.0059212,              0.0059212,              0.0059212
                    209,                0.92119,                0.98003,                 1.1003,                 1.2432,                 1.3286,                  1.107,                0.71122,                0.60293,                0.67423,                0.50794,                0.90421,                0.86677,                 1.1096,                  1.078,                 1.1131,                 1.1121,              0.0059014,              0.0059014,              0.0059014
                    210,                0.92277,                0.97251,                 1.0992,                 1.2443,                  1.322,                 1.1047,                0.71432,                0.60239,                0.67502,                0.50805,                0.90398,                0.86479,                 1.1089,                 1.0764,                 1.1125,                 1.1108,              0.0058816,              0.0058816,              0.0058816
                    211,                0.92535,                0.97452,                 1.0973,                 1.2507,                  1.327,                 1.1038,                0.71432,                0.60239,                0.67502,                0.50805,                0.90398,                0.86479,                 1.1089,                 1.0764,                 1.1125,                 1.1108,              0.0058618,              0.0058618,              0.0058618
